SalePrice,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea
208900,6,1493,2,508,1478,1493,2,7,1997,1998,215
380000,9,2643,3,694,2153,2069,2,9,2006,2006,772
297000,8,1718,3,826,1705,1718,2,7,2007,2008,336
89471,4,1131,2,672,907,1131,1,7,1937,2000,435
326000,9,1850,3,772,1833,1850,2,8,2004,2005,378
374000,9,1792,3,874,1792,1792,2,6,2003,2004,562
155000,7,1826,1,164,910,916,1,7,1915,2005,0
164000,6,1216,2,402,1216,1216,2,5,1998,1998,116
132500,5,999,1,264,999,999,1,6,1962,2001,0
147000,5,1113,1,264,1113,1113,1,5,1950,2007,0
156000,5,1073,2,515,1073,1073,1,6,1965,1965,168
175000,5,1484,2,487,1484,1484,2,7,1971,1971,0
160000,5,2414,2,520,954,1766,2,10,1900,1970,0
86000,4,630,1,286,630,630,1,3,1970,2002,0
115000,5,1304,1,336,264,616,1,4,1976,1976,0
133000,6,1578,1,240,806,958,1,5,1941,1950,0
172785,6,1456,2,429,728,728,2,8,2006,2006,0
155000,5,1269,1,308,1269,1269,1,6,1960,1960,0
91300,5,886,1,273,190,886,1,4,1938,1996,0
34900,4,720,0,0,720,720,1,4,1920,1950,0
430000,8,3228,2,546,3200,3228,3,10,1992,1993,0
184000,7,1820,1,240,1026,1133,2,8,1925,1950,0
130000,5,899,1,288,864,899,1,5,1967,2004,89
120000,5,912,1,297,912,912,1,5,1958,1985,0
113000,6,1218,1,264,672,672,1,7,1973,1973,285
226700,7,1768,2,603,866,866,2,7,2005,2005,0
140000,5,1214,2,461,1214,1214,1,6,1965,1965,0
289000,7,1801,2,484,1501,1801,2,6,1959,1997,0
147000,6,1322,2,440,855,855,2,6,1974,1974,0
124500,5,1960,2,400,960,960,2,10,1952,1952,360
215000,8,1911,2,471,777,1065,2,8,1993,1994,125
208300,6,1218,2,676,1218,1218,2,4,2009,2009,0
161000,7,1378,2,360,689,689,2,7,1928,2005,0
124500,5,1041,1,270,1041,1041,1,6,1959,1959,132
164900,5,1363,1,288,1008,1363,1,6,1951,2000,70
202665,7,1368,2,474,1368,1368,2,6,2005,2006,94
129900,5,864,2,624,864,864,1,5,1958,1958,0
134000,6,1080,2,484,1084,1080,1,5,1983,1983,0
96500,5,789,1,200,768,789,1,5,1926,1950,0
402861,10,2020,3,900,2006,2020,2,9,2009,2009,305
158000,6,2119,2,583,689,1378,2,7,1972,1972,333
265000,7,2344,3,889,1264,1277,2,7,1996,1997,921
211000,6,1796,2,546,794,882,2,7,1998,1998,0
234000,7,2080,1,282,1276,1276,1,9,1926,2004,0
106250,4,1294,0,0,0,694,2,7,1900,2000,0
150000,6,1244,1,336,1244,1244,1,6,1957,1957,0
159000,6,1664,2,420,1004,1004,2,7,1947,1950,0
184750,10,4676,3,884,3138,3138,3,11,2007,2008,762
315750,7,2398,3,834,1379,1383,2,8,1996,1997,594
176000,7,1266,2,453,1257,1266,2,6,2005,2005,0
132000,5,928,1,252,928,928,1,4,1956,2000,0
446261,9,2713,3,858,1452,1476,2,11,2008,2008,268
86000,4,605,0,0,528,605,1,5,1920,2002,0
200624,6,2515,2,484,2035,2515,3,9,1957,1975,0
175000,6,1509,2,600,1461,1509,2,5,1988,1989,219
128000,6,1362,2,502,611,751,2,6,1920,1999,0
107500,5,827,1,392,0,827,1,5,1955,2007,0
39300,1,334,0,0,0,334,1,2,1946,1950,0
178000,8,1414,2,403,707,707,2,6,2004,2004,0
107500,5,1347,0,0,1117,820,1,5,1910,1991,0
188000,7,1724,2,527,880,880,2,8,1998,1999,0
111250,4,864,2,576,864,864,1,5,1972,1972,0
158000,5,1159,1,336,1051,1159,1,7,1968,1968,188
272000,8,1601,2,670,1581,1601,2,6,2001,2002,479
315000,9,1838,3,765,1838,1838,2,8,2006,2006,584
248000,8,2285,3,648,969,997,2,8,2000,2000,72
213250,7,1680,2,583,1650,1680,2,7,1998,1999,0
133000,7,767,1,367,723,767,1,4,1998,1998,182
179665,7,1496,2,426,654,664,2,7,2006,2006,0
229000,7,2183,3,786,1204,1377,2,9,1988,1988,178
210000,6,1635,2,440,1065,915,1,6,1923,1950,0
129500,5,768,2,624,768,768,1,5,1970,1970,0
125000,5,825,2,720,825,825,1,4,1955,1995,0
263000,7,2094,2,615,912,912,2,8,2003,2004,0
140000,6,1069,2,440,1069,1069,2,4,1977,1977,0
112500,5,928,1,288,928,928,1,5,1957,1957,0
255500,8,1717,3,908,1709,1717,2,7,2006,2006,250
108000,4,1126,2,520,0,1126,2,5,1949,2003,0
284000,7,2046,3,871,998,1006,2,8,2003,2004,292
113000,5,1048,1,280,993,1048,1,5,1922,1950,0
141000,5,1092,1,299,1092,1092,1,6,1957,1957,0
108000,4,1336,1,570,637,897,1,7,1920,1950,0
175000,7,1446,2,406,729,729,2,6,1996,1997,0
234000,7,1557,2,420,1374,1557,2,7,2003,2004,18
121500,5,1392,2,528,1392,1392,1,5,1957,1996,180
170000,5,1389,2,418,1389,1389,1,6,1974,1975,0
108000,5,996,0,0,996,996,1,6,1940,1969,0
185000,6,1674,2,396,1163,1163,2,8,1918,1950,0
268000,7,2295,2,590,1095,1166,2,9,1992,2000,0
128000,6,1647,1,216,806,841,1,6,1915,1950,0
325000,9,2504,3,656,1122,1134,2,11,2005,2007,245
214000,7,1535,2,532,1517,1535,2,7,2004,2004,168
316600,8,2132,2,612,1496,1496,1,5,1983,2009,0
135960,5,943,2,600,943,943,1,4,1979,1979,0
142600,5,1728,2,576,1728,1728,2,10,1965,1965,108
120000,6,864,1,288,864,864,1,4,1959,1959,207
224500,7,1692,2,650,846,846,2,6,2009,2009,0
170000,7,1430,2,400,384,774,2,8,2000,2000,0
139000,5,1109,1,288,372,576,1,5,1971,2005,82
118500,5,1216,1,336,832,832,1,6,1947,1950,0
145000,7,1477,1,216,861,877,2,6,1928,1950,0
164500,5,1320,2,564,1164,1320,1,6,1966,1966,97
146000,7,1392,2,540,689,703,2,5,2007,2007,0
131500,5,1795,1,352,1050,1050,2,7,1954,1954,335
181900,6,1429,2,572,1144,1429,1,7,1960,1987,85
253293,8,2042,3,1390,2042,2042,2,8,2008,2009,306
118500,6,816,0,0,816,816,1,5,1990,1990,104
325000,10,2775,2,880,1237,1521,3,9,1893,2000,0
133000,4,1573,1,240,884,989,1,6,1935,1995,0
369900,8,2028,3,880,1868,2028,2,7,2005,2006,208
130000,6,838,1,275,816,838,1,5,1918,2000,0
137000,5,860,2,528,840,860,1,4,1982,1982,0
143000,5,1473,1,452,1437,1473,1,5,1968,2003,0
79500,5,935,1,308,742,779,1,4,1930,1960,0
185900,7,1582,2,520,770,770,2,6,2004,2004,0
451950,10,2296,3,842,1722,1728,2,10,2008,2008,420
138000,5,816,2,816,816,816,1,4,1982,2003,0
140000,6,848,2,420,848,848,1,4,2003,2003,170
110000,5,924,1,280,924,924,1,5,1975,1975,0
319000,8,1826,3,758,1814,1826,2,7,2005,2006,238
114504,6,1368,1,216,684,684,1,7,1910,1993,0
194201,7,1402,3,648,1258,1402,0,7,2006,2007,72
217500,5,1647,2,621,1430,1647,2,7,1977,1977,459
151000,6,1556,2,452,716,716,2,6,1980,1980,0
275000,8,1904,2,736,1058,1058,2,8,2005,2005,280
141000,6,1375,1,544,780,780,1,6,1937,1950,0
220000,8,1915,2,506,908,927,2,8,1992,1992,0
151000,7,1200,2,480,600,600,2,4,2004,2005,0
221000,7,1494,2,530,1494,1494,2,6,2002,2002,99
205000,7,1986,2,486,768,1186,2,7,1965,1990,176
152000,5,1040,2,576,1040,1040,1,6,1996,1996,0
225000,5,2008,1,230,896,1112,3,8,1948,2002,0
359100,8,3194,2,380,965,1940,2,10,1934,1998,0
118500,4,1029,1,261,1029,1029,1,5,1961,1961,192
313000,9,2153,3,736,1440,1476,2,8,2000,2000,204
148000,6,1032,2,564,1032,1032,2,6,1978,1978,233
261500,8,1872,2,531,1299,1299,2,7,2001,2001,108
147000,5,1120,0,0,1120,1120,1,6,2007,2007,0
75500,4,630,0,0,630,630,1,3,1972,1972,0
137500,6,1054,2,480,936,1054,1,6,1963,1963,156
183200,6,1509,2,393,783,807,2,7,2002,2003,0
105500,6,832,2,528,832,832,1,4,1954,1954,0
314813,9,1828,3,774,1822,1828,2,9,2007,2007,452
305000,8,2262,3,749,1482,1482,2,10,2003,2003,226
67000,3,864,0,0,864,864,1,5,1914,1950,0
240000,6,2614,2,624,1522,1548,2,9,1974,1997,0
135000,5,980,2,484,980,980,1,6,1977,1977,153
168500,6,1512,2,440,756,756,2,4,2000,2000,513
165150,6,1790,2,484,732,1012,1,8,1972,1972,288
160000,6,1116,2,440,1116,1116,1,5,1962,1962,261
139900,5,1422,1,286,978,1422,1,6,1960,1978,0
153000,6,1520,1,364,1156,1520,1,7,1955,1972,164
135000,5,2080,2,504,1040,1040,1,9,1969,1969,192
168500,6,1350,2,520,1248,1350,1,6,1964,1964,259
124000,5,1750,1,240,636,1089,1,8,1880,1991,0
209500,8,1554,2,627,1554,1554,2,6,2006,2006,108
82500,7,1411,2,544,1386,1411,2,6,1977,1977,209
139400,5,1056,1,260,1056,1056,1,6,1954,2005,0
144000,6,1056,2,576,1056,1056,0,4,1980,1980,0
200000,6,3395,0,0,1440,1440,2,14,1914,1995,0
60000,2,800,0,0,264,800,1,4,1936,1950,0
93000,5,1387,1,256,811,811,2,7,1954,1954,0
85000,5,796,0,0,796,796,1,4,1910,1950,0
264561,8,1567,3,648,1520,1567,2,7,2006,2006,0
274000,8,1518,2,588,1518,1518,1,6,2003,2004,472
226000,7,1929,2,650,1057,1057,2,7,2001,2001,0
345000,8,2704,2,538,1952,2000,2,9,1972,1995,0
152000,5,1620,2,462,780,780,2,7,1969,1969,263
370878,9,1766,3,478,1766,1766,2,7,2009,2009,162
143250,6,981,2,576,981,981,1,5,1971,1971,0
98300,5,1048,2,420,0,1048,1,7,1950,1950,0
155000,6,1094,2,495,1094,1094,1,5,1953,1953,216
155000,6,1839,2,442,756,1051,1,7,1966,1966,351
84500,4,630,0,0,630,630,1,3,1970,1970,0
205950,7,1665,2,562,813,822,2,7,2007,2007,0
108000,4,1510,1,296,755,755,1,7,1940,1950,0
191000,7,1716,2,512,880,909,2,7,1996,1996,0
135000,6,1469,1,216,756,756,1,7,1906,1995,0
350000,8,2113,3,839,2109,2113,2,7,1995,1995,660
88000,6,1092,1,264,525,525,1,6,1971,1971,381
145500,5,1053,1,312,1053,1053,1,5,1959,2006,54
149000,7,1502,1,270,776,851,1,6,1931,2000,0
97500,6,1458,1,330,912,912,1,6,1948,1950,0
167000,5,1486,2,480,1486,1486,1,7,1964,1999,0
197900,7,1935,2,550,793,1142,2,7,1976,1976,233
402000,8,2448,3,711,1629,1686,2,8,1994,2005,528
110000,6,1392,2,576,1392,1392,1,5,1968,1968,216
137500,4,1181,2,588,1138,1181,2,6,1972,1972,0
423000,8,2097,3,1134,2077,2097,1,8,2005,2006,0
230500,8,1936,2,504,1406,1454,2,7,2000,2000,40
129000,6,2380,2,596,1021,1465,2,7,1965,1979,113
193500,6,1679,2,575,1408,1679,2,7,1994,1998,258
168000,5,1437,2,576,1188,1437,1,6,1956,1987,0
137500,4,1180,1,252,700,1180,1,5,1922,1950,0
173500,6,1476,2,540,738,738,2,7,2005,2005,0
103600,6,1369,1,300,672,697,2,6,1925,1950,0
165000,6,1208,2,546,1208,1208,1,6,1977,1977,0
257500,6,1839,2,416,1477,1839,2,7,1957,2004,106
140000,6,1136,1,384,1136,1136,1,5,1965,1965,0
148500,6,1441,2,440,855,855,2,7,1978,1978,0
87000,4,1774,3,779,1095,1095,2,8,1900,1950,0
109500,5,792,1,240,768,792,1,5,1924,2006,0
372500,8,2046,3,834,2046,2046,2,7,2008,2008,464
128500,5,988,2,572,988,988,1,5,1961,1961,57
143000,6,923,1,264,923,923,2,5,1980,1980,0
159434,5,1520,1,281,793,848,1,6,1932,2000,0
173000,6,1291,2,431,1291,1291,1,6,1996,1997,0
285000,9,1668,3,702,1626,1668,2,7,2002,2002,215
221000,7,1839,2,486,1195,1195,2,7,1998,1998,30
207500,7,2090,2,577,1190,1190,2,6,1984,1984,0
227875,7,1761,2,578,874,874,3,7,2007,2007,0
148800,7,1102,2,480,551,551,2,4,2004,2004,0
392000,8,1419,2,567,1419,1419,2,7,2007,2007,0
194700,6,1362,2,460,1362,1362,2,6,2005,2006,256
141000,6,848,2,420,848,848,1,3,2004,2004,147
755000,10,4316,3,832,2444,2444,3,10,1994,1995,1170
335000,7,2519,2,628,1210,1238,2,9,1989,1990,293
108480,5,1073,1,326,1073,1073,1,4,1921,1968,0
141500,5,1539,2,576,927,1067,1,5,1936,1950,0
176000,6,1137,2,551,1112,1137,2,5,1987,1987,72
89000,5,616,1,205,616,616,1,4,1921,1950,0
123500,5,1148,1,308,980,1148,1,6,1952,1952,0
138500,5,894,1,336,894,894,1,5,1965,2009,0
196000,7,1391,2,530,1391,1391,2,5,2004,2004,0
312500,8,1800,3,765,1800,1800,2,7,2002,2002,630
140000,7,1164,2,528,1164,1164,1,6,1969,1969,168
361919,8,2576,3,666,1234,1264,2,10,2006,2006,466
140000,5,1812,2,672,360,1032,2,8,1900,1996,0
213000,7,1484,2,606,1473,1484,2,7,2004,2005,109
55000,4,1092,0,0,0,372,2,7,1930,1950,0
302000,7,1824,2,739,1643,1824,2,5,1971,2002,351
254000,8,1324,2,550,1324,1324,2,6,2006,2006,176
179540,7,1456,2,400,728,728,2,8,2007,2007,0
109900,5,904,1,408,876,904,1,6,1966,1966,41
52000,3,729,0,0,270,729,1,5,1935,2003,0
102776,4,1178,1,384,859,859,1,7,1900,1950,0
189000,8,1228,2,472,1228,1228,2,5,1988,1989,0
129000,4,960,2,576,960,960,1,6,1970,1970,160
130500,6,1479,2,475,725,725,2,6,1976,2005,289
165000,6,1350,2,478,1064,1350,2,7,1974,1974,174
159500,7,2554,2,704,718,1576,1,8,1890,1998,0
157000,5,1178,2,439,1176,1178,1,5,1973,2000,0
341000,7,2418,3,983,1311,1325,2,9,1993,1994,651
128500,5,971,1,300,971,971,1,5,1969,1969,0
275000,8,1742,2,564,1742,1742,2,5,1985,1985,0
143000,6,848,2,420,848,848,1,3,2004,2004,169
124500,4,864,2,463,864,864,1,5,1970,1970,0
135000,4,1470,1,548,941,997,2,7,1954,1972,0
320000,9,1698,3,768,1698,1698,2,8,2007,2008,340
120500,4,864,2,660,864,864,1,5,1970,1970,0
222000,6,1680,2,540,880,1680,2,5,1988,2007,260
194500,7,1232,2,632,1232,1232,2,6,2007,2007,82
110000,5,1776,3,888,1584,1776,2,9,1958,1958,95
103000,4,1208,2,539,780,848,1,5,1925,1950,0
236500,8,1616,2,608,1595,1616,2,5,1995,1996,0
187500,7,1146,2,438,868,1146,2,6,2003,2003,442
222500,7,2031,2,541,1153,1153,2,8,1998,1999,202
131400,5,1144,1,264,864,1144,1,6,1961,1983,0
108000,5,948,1,300,948,948,1,6,1968,1968,0
163000,7,1768,2,320,880,880,1,6,1914,1970,0
93500,3,1040,2,400,0,1040,2,6,1950,1950,0
239900,8,1801,3,800,893,901,2,8,2005,2005,0
179000,5,1200,0,0,1200,1200,3,5,1987,1988,0
190000,7,1728,2,572,864,864,2,7,2004,2004,0
132000,5,1432,2,360,264,768,2,7,1910,2002,0
142000,6,912,1,288,912,912,1,5,1961,1996,0
179000,7,1349,2,539,1349,1349,2,6,2000,2001,108
175000,5,1464,2,480,520,1464,2,6,1963,1999,0
180000,8,1337,2,462,1337,1337,2,5,1993,1993,0
299800,8,2715,2,831,1142,1175,3,11,1976,1996,289
236000,7,2256,2,554,952,980,2,8,2000,2000,0
265979,7,2640,4,864,1240,1320,1,8,1880,2003,0
260400,7,1720,2,527,1720,1720,2,7,1996,1996,338
98000,4,1529,1,240,0,1088,2,9,1945,1950,0
96500,4,1140,0,0,576,792,1,7,1910,2004,0
162000,7,1320,2,400,660,660,2,6,2003,2003,0
217000,6,1494,2,576,1479,1494,2,6,1997,1997,0
275500,8,2098,3,878,1030,1038,2,8,2005,2005,178
156000,6,1026,2,440,1026,1026,1,5,1969,2005,0
172500,6,1471,2,440,729,742,2,6,1999,1999,894
212000,8,1768,2,578,866,866,2,7,2007,2007,0
158900,6,1386,2,440,672,672,2,6,1978,1978,328
179400,7,1501,2,440,744,757,2,6,1999,1999,360
290000,8,2531,3,752,1318,1328,2,9,1995,1995,513
127500,6,864,1,300,864,864,1,5,1959,1959,0
100000,5,1301,2,440,1145,1301,1,5,1924,1950,0
215200,7,1547,2,614,756,764,2,7,2009,2009,0
337000,8,2365,3,856,1252,1268,2,8,1999,1999,673
270000,8,1494,2,481,1494,1494,1,6,1995,1996,0
264132,9,1506,2,592,1498,1506,2,6,2008,2008,284
196500,7,1714,2,496,980,980,2,7,1988,1988,42
160000,6,1750,1,423,983,983,2,7,1940,1985,0
216837,7,1836,2,484,1860,1836,2,8,2004,2005,0
538000,8,3279,3,841,1650,1690,3,12,2003,2003,603
134900,5,858,2,576,858,858,1,5,1982,1982,0
102000,4,1220,2,396,836,1220,1,6,1951,1951,0
107000,6,1117,2,672,1029,1117,1,6,1976,1976,0
114500,5,912,1,275,912,912,1,5,1958,1958,1
395000,8,1973,3,895,1935,1973,2,9,2006,2006,375
162000,6,1204,2,412,1204,1204,2,5,1998,1998,320
221500,7,1614,3,865,1614,1614,2,7,2005,2006,240
142500,5,894,2,440,864,894,1,5,1974,1974,0
144000,5,2020,2,630,0,2020,2,10,1977,1977,320
135000,6,1004,2,504,975,1004,1,4,1977,1977,90
176000,7,1253,2,402,1237,1253,2,6,1995,1996,38
175900,6,1603,2,484,761,810,2,7,1992,1992,0
187100,7,1430,2,605,1413,1430,2,6,2001,2002,0
165500,5,1110,2,602,1097,1110,1,4,1978,1978,104
128000,6,1484,0,0,742,742,2,9,1914,2001,0
161500,6,1342,2,457,1372,1342,2,7,1967,1967,0
139000,5,1652,1,416,686,966,2,7,1915,1950,0
233000,7,2084,2,618,956,956,2,8,2004,2004,0
107900,4,901,1,281,901,901,1,4,1954,2000,0
187500,6,2087,2,444,832,976,2,9,1966,2007,157
160200,7,1145,2,397,1145,1145,2,5,2005,2006,11
146800,6,1062,2,539,1029,1062,1,5,1976,1976,0
269790,7,2013,2,455,1117,1127,2,8,1996,1997,0
225000,8,1496,2,474,1496,1496,2,7,2007,2007,140
194500,7,1895,2,409,712,1086,2,7,1994,1996,0
171000,6,1564,2,476,650,888,2,7,1980,1981,130
143500,6,1285,2,528,660,1285,1,7,1977,1977,148
110000,5,773,1,240,773,773,1,4,1953,1953,0
485000,9,3140,3,820,1926,1966,3,11,2008,2009,860
175000,5,1768,1,240,731,981,1,7,1937,1950,252
200000,6,1688,2,603,616,616,2,8,1997,1997,0
109900,4,1196,2,440,1196,1196,1,5,1916,1990,0
189000,7,1456,2,410,728,728,2,7,2005,2005,0
582933,9,2822,3,1020,1734,1734,3,12,2008,2009,424
118000,5,1128,1,286,936,1128,1,5,1954,1954,0
227680,7,1428,2,554,1417,1428,2,6,2008,2008,256
135500,5,980,1,384,980,980,2,6,1967,1967,0
223500,5,1576,2,528,1324,1072,1,6,1923,2004,0
159950,5,1086,2,484,1024,1086,1,6,1966,1966,1047
106000,5,2138,2,360,849,1075,2,11,1898,1965,0
181000,6,1309,2,484,1040,1309,1,5,1974,1999,99
144500,6,848,2,420,848,848,1,4,2004,2004,169
55993,5,1044,2,504,540,1044,1,4,1952,1952,0
157900,6,1442,1,301,1442,1442,1,7,1958,1958,243
116000,5,1250,1,280,686,686,1,7,1918,1950,0
224900,7,1661,2,598,1649,1661,2,6,1998,1998,442
137000,5,1008,1,275,1008,1008,1,4,1954,1954,0
271000,8,1689,3,857,1568,1689,2,7,2002,2002,148
155000,6,1052,2,440,1010,1052,1,6,1971,1971,80
224000,7,1358,2,484,1358,1358,2,6,2009,2010,128
183000,7,1640,2,595,798,798,2,6,2003,2003,0
93000,4,936,2,576,936,936,1,4,1953,1953,0
225000,7,1733,2,433,847,847,2,7,2003,2003,0
139500,6,1489,1,240,778,944,2,7,1940,1950,0
232600,8,1489,2,776,1489,1489,2,7,2006,2006,0
385000,10,2084,3,1220,2078,2084,2,7,2007,2008,816
109500,5,784,0,0,784,784,1,5,1924,1950,0
189000,7,1434,2,527,1454,1434,2,6,2001,2001,0
185000,5,2126,2,538,1013,1160,2,7,1967,1967,0
147400,7,1223,2,480,600,520,2,4,2005,2005,0
166000,6,1392,2,458,1392,1392,1,6,1957,1957,387
151000,7,1200,2,480,600,520,2,4,2005,2005,0
237000,7,1829,2,613,941,941,2,7,2003,2003,223
167000,6,1516,2,472,1516,1516,1,6,1964,1964,180
139950,5,1144,2,456,1144,1144,1,6,1961,1961,136
128000,4,1067,2,436,1067,1067,2,4,1950,1995,0
153500,5,1559,2,812,1559,1559,1,5,1948,1973,0
100000,6,987,1,264,483,483,1,5,1973,1973,158
144000,5,1099,1,352,1099,1099,1,6,1995,2006,0
130500,5,1200,1,240,768,768,1,6,1946,1995,0
140000,6,1482,1,400,672,810,2,7,1925,1950,0
157500,5,1539,2,686,650,958,2,8,1904,2002,0
174900,6,1165,2,490,1127,1165,1,6,1966,1966,183
141000,5,1800,0,0,1800,1800,2,10,1961,1961,0
153900,5,1416,3,720,876,876,1,7,1915,1950,0
171000,5,1701,2,611,1390,1701,2,6,1975,1981,0
213000,7,1775,2,425,740,1006,2,7,1993,1993,137
133500,5,864,1,338,864,864,1,5,1972,1972,0
240000,6,2358,2,360,907,1307,3,10,1908,1997,0
187000,6,1855,2,512,528,1094,2,7,1976,1994,360
131500,6,848,2,420,848,848,1,3,2003,2003,170
215000,8,1456,2,400,1273,1456,2,7,2003,2003,40
164000,7,1646,1,240,918,918,2,7,1941,1950,0
158000,6,1445,2,645,1127,1445,1,7,1964,1964,115
170000,5,1779,2,454,1763,1779,1,6,1955,1974,0
127000,5,1040,1,260,1040,1040,1,6,1962,2010,0
147000,6,1026,2,576,940,1026,1,5,1978,1978,0
174000,6,1481,2,343,702,702,2,6,1994,1995,0
152000,7,1370,2,479,1090,1370,2,6,1976,1976,189
250000,6,2654,2,619,1054,1512,2,9,1968,1984,220
189950,7,1426,1,216,912,912,1,7,1918,1998,0
131500,5,1039,2,504,1039,1039,1,6,1965,1965,0
152000,6,1097,2,480,1040,1097,2,6,1984,1985,0
132500,5,1148,1,672,1148,1148,1,6,1959,1959,0
250580,7,1372,2,529,1372,1372,2,6,2007,2008,0
148500,5,1002,2,902,1002,1002,1,5,1970,1970,76
248900,8,1646,3,870,1638,1646,2,6,2006,2007,274
129000,4,1120,2,544,1040,1120,1,5,1961,1961,0
169000,5,2320,2,672,0,1547,2,7,1948,1950,0
236000,7,1949,2,574,1050,1062,2,8,1993,1994,246
109500,5,894,1,308,894,894,1,5,1962,1962,0
200500,6,1682,2,523,804,804,2,7,1998,1998,116
116000,5,910,2,414,105,910,1,5,1953,1996,0
133000,5,1268,1,288,832,1036,1,6,1949,1950,0
66500,5,1131,1,200,676,676,1,5,1941,1950,0
303477,8,2610,2,550,1184,1184,2,11,2007,2007,0
132250,4,1040,2,648,1064,1040,1,5,1963,1963,0
350000,9,2224,3,738,1462,1462,2,10,2004,2005,216
148000,5,1155,2,576,1109,1155,1,6,1961,1995,0
136500,5,864,1,336,864,864,1,6,1978,2005,90
157000,5,1090,2,450,1090,1090,1,5,2005,2006,0
187500,7,1717,2,400,1156,1187,2,7,1990,1991,117
178000,6,1593,2,389,808,808,2,7,1992,1993,0
118500,4,2230,1,440,795,954,1,10,1912,1950,0
100000,5,892,1,288,892,892,1,5,1967,1967,60
328900,9,1709,2,506,1698,1709,2,5,1999,2000,60
145000,5,1712,2,588,1626,1712,2,8,1959,2005,122
135500,5,1393,1,300,816,872,1,8,1955,1955,0
268000,8,2217,2,621,2217,2217,2,8,1970,1970,0
149500,6,1505,2,505,1505,1505,1,6,1953,1953,90
122900,5,924,2,576,672,672,1,6,1949,2006,0
172500,6,1683,2,440,918,918,2,7,1978,1978,92
154500,6,1068,1,264,1059,1068,1,6,1963,2003,0
165000,5,1383,1,354,1383,1383,1,6,1954,1954,0
118858,5,1535,2,400,0,1535,2,8,1979,1979,0
140000,6,1796,2,483,780,983,1,8,1963,1963,415
106500,4,951,1,327,951,951,1,6,1936,1950,0
142953,5,2240,2,528,0,1120,2,12,1979,1979,0
611657,9,2364,3,820,2330,2364,2,11,2009,2010,760
135000,5,1236,1,288,912,1236,1,6,1961,1994,0
110000,4,858,1,684,858,858,1,4,1971,1971,0
153000,5,1306,1,756,992,1306,1,5,1957,2000,0
180000,7,1509,2,393,783,807,2,8,2003,2003,0
240000,7,1670,3,690,1670,1670,2,7,2006,2006,27
125500,5,902,1,288,876,902,1,6,1967,1967,75
128000,5,1063,1,280,1056,1063,1,6,1954,1954,110
255000,8,1636,3,865,1623,1636,2,8,2006,2006,208
250000,7,2057,1,180,1017,1020,1,6,1936,1987,0
131000,5,902,2,484,864,902,1,5,1983,1983,0
174000,6,1484,2,390,742,742,2,8,2005,2005,0
154300,5,2274,2,480,1105,1105,2,12,1960,1960,361
143500,5,1268,1,252,1268,1268,1,5,1977,1989,0
88000,5,1015,1,450,768,1015,1,6,1925,1950,0
145000,5,2002,3,871,1001,1001,2,8,1949,1950,0
173733,6,1224,2,528,612,612,2,4,2009,2009,76
75000,4,1092,1,286,546,546,1,6,1970,1970,80
35311,2,480,1,308,480,480,0,4,1949,1950,0
135000,4,1229,1,284,1134,1229,1,6,1956,1956,0
238000,7,2127,3,833,1104,912,2,8,1991,1991,0
176500,6,1414,2,601,1184,1414,1,6,1958,2002,0
201000,6,1721,2,471,928,936,2,7,1994,1994,105
145900,5,2200,0,0,1272,1272,2,9,1900,2003,0
169990,6,1316,2,397,1316,1316,2,6,2005,2006,0
193000,6,1617,2,533,1604,1617,2,5,1993,1994,0
207500,6,1686,2,612,1686,1686,2,7,1980,1980,157
175000,5,1126,2,540,1126,1126,2,6,1977,1977,0
285000,8,2374,3,656,1181,1234,2,10,2003,2004,340
176000,7,1978,2,486,832,1098,2,9,1968,1968,342
236500,8,1788,2,522,1753,1788,2,7,2001,2001,0
222000,7,2236,2,642,964,993,2,8,1997,1997,285
201000,8,1466,3,610,1466,1466,2,7,2007,2007,0
117500,5,925,1,429,925,925,1,5,1965,1965,0
320000,9,1905,3,788,1905,1905,2,8,2006,2006,302
190000,7,1500,2,570,1500,1500,2,6,2004,2004,210
242000,7,2069,2,505,585,2069,2,9,1960,2007,0
79900,4,747,2,528,600,747,1,5,1926,1953,108
184900,7,1200,2,555,1176,1200,2,5,2003,2003,0
253000,7,1971,2,689,1113,1113,2,8,2005,2005,0
239799,7,1962,3,868,1391,1391,2,7,2006,2006,0
244400,7,2403,1,349,1032,1207,2,10,1940,1950,0
150900,6,1728,2,574,1728,1728,2,8,1976,1976,0
214000,7,2060,2,390,992,1022,2,8,1999,1999,298
150000,4,1440,0,0,1440,1440,2,8,1977,1977,0
143000,5,1632,2,576,1632,1632,2,8,1967,1967,0
137500,6,1344,2,525,819,1344,1,7,1958,1958,541
124900,5,1869,2,456,1088,1188,1,7,1890,1996,0
143000,5,1144,1,796,1144,1144,1,6,1959,1959,128
270000,8,1629,3,808,1616,1629,2,9,2002,2003,236
192500,7,1776,2,474,936,936,2,7,2002,2002,144
197500,6,1381,2,676,1161,1381,1,5,1972,2006,0
129000,5,864,2,720,864,864,1,5,1950,2002,0
119900,5,965,1,300,828,965,1,6,1965,1965,0
133900,5,768,1,396,768,768,1,5,1972,2003,0
172000,5,1968,2,530,784,1168,2,7,1969,1969,232
127500,6,980,0,0,945,980,2,4,1975,1975,250
145000,6,1958,2,492,979,979,2,8,1946,1950,423
